Group,Seq nr,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
Training,3988,39,technician,married,tertiary,no,99,no,no,cellular,14,aug,170,2,-1,0,unknown,no
Training,3989,36,admin.,married,secondary,no,786,yes,yes,cellular,10,jul,148,1,-1,0,unknown,no
Training,3990,30,technician,divorced,secondary,no,3100,yes,no,unknown,21,may,154,4,-1,0,unknown,no
Training,3991,32,management,divorced,tertiary,no,1589,yes,no,unknown,30,may,422,9,-1,0,unknown,no
Training,3992,34,technician,single,secondary,no,302,yes,no,unknown,14,may,282,1,-1,0,unknown,no
Training,3993,33,blue-collar,single,secondary,no,6285,yes,no,unknown,2,jun,689,3,-1,0,unknown,no
Training,3994,55,blue-collar,divorced,unknown,no,1545,yes,no,cellular,14,may,59,1,345,2,failure,no
Training,3995,31,management,single,tertiary,no,-446,no,no,cellular,19,aug,156,4,-1,0,unknown,no
Training,3996,27,admin.,single,secondary,no,192,no,no,telephone,28,jul,1076,17,-1,0,unknown,yes
Training,3997,59,technician,married,secondary,no,925,yes,no,telephone,10,jul,96,1,-1,0,unknown,no
Training,3998,38,technician,married,tertiary,no,1,yes,no,cellular,6,may,250,2,-1,0,unknown,no
Training,3999,57,entrepreneur,married,tertiary,no,0,no,no,telephone,18,jun,390,15,-1,0,unknown,no
Training,4000,47,blue-collar,married,secondary,no,290,yes,no,unknown,20,may,409,2,-1,0,unknown,no
Training,4001,34,blue-collar,married,primary,no,12,no,no,telephone,21,nov,61,3,-1,0,unknown,no
Training,4002,28,management,married,tertiary,no,577,yes,no,cellular,16,apr,152,1,-1,0,unknown,no
Training,4003,43,management,married,tertiary,no,0,no,no,cellular,1,jun,346,1,-1,0,unknown,no
Training,4004,48,technician,divorced,tertiary,no,574,yes,no,unknown,8,may,341,2,-1,0,unknown,no
Training,4005,68,retired,single,primary,no,363,no,no,cellular,28,jan,193,1,-1,0,unknown,no
Training,4006,35,self-employed,married,secondary,no,734,no,yes,cellular,9,jul,128,2,-1,0,unknown,no
Training,4007,34,entrepreneur,married,tertiary,no,10350,yes,no,unknown,8,may,187,3,-1,0,unknown,no
Training,4008,39,admin.,single,secondary,no,113,yes,no,unknown,6,may,342,1,-1,0,unknown,no
Training,4009,59,blue-collar,married,unknown,no,-278,yes,no,unknown,13,may,318,2,-1,0,unknown,no
Training,4010,32,housemaid,divorced,secondary,no,715,yes,yes,unknown,16,may,14,15,-1,0,unknown,no
Training,4011,28,admin.,single,secondary,no,-170,no,yes,cellular,10,jul,720,2,-1,0,unknown,yes
Training,4012,48,technician,married,secondary,no,658,no,no,cellular,5,feb,109,4,-1,0,unknown,no
Training,4013,31,self-employed,single,tertiary,no,283,no,no,cellular,1,jun,134,1,-1,0,unknown,no
Training,4014,43,services,divorced,secondary,no,206,yes,no,unknown,14,may,436,1,-1,0,unknown,no
Training,4015,38,admin.,divorced,secondary,no,0,no,no,unknown,5,jun,56,1,-1,0,unknown,no
Training,4016,29,student,single,unknown,no,2929,no,no,cellular,5,may,232,1,89,4,other,yes
Training,4017,36,management,married,tertiary,no,722,yes,no,unknown,30,may,312,1,-1,0,unknown,no
Training,4018,24,blue-collar,married,secondary,no,951,yes,no,unknown,12,may,744,2,-1,0,unknown,no
Training,4019,47,management,divorced,tertiary,no,6333,yes,no,telephone,19,nov,498,4,-1,0,unknown,no
Training,4020,36,self-employed,single,tertiary,no,977,no,no,unknown,20,jun,172,2,-1,0,unknown,no
Training,4021,44,management,married,secondary,no,488,no,yes,cellular,30,jul,292,11,-1,0,unknown,no
Training,4022,38,services,married,primary,no,0,yes,no,cellular,17,nov,960,2,-1,0,unknown,no
Training,4023,49,technician,married,secondary,no,3392,no,no,cellular,13,aug,272,2,-1,0,unknown,no
Training,4024,26,services,single,tertiary,no,1140,yes,no,cellular,6,feb,984,2,-1,0,unknown,yes
Training,4025,44,management,married,tertiary,no,4333,no,no,cellular,6,aug,68,6,-1,0,unknown,no
Training,4026,58,retired,married,secondary,no,166,no,yes,unknown,3,jul,211,1,-1,0,unknown,no
Training,4027,40,management,married,tertiary,no,4539,no,no,cellular,13,jul,256,3,439,1,failure,yes
Training,4028,46,admin.,divorced,secondary,no,289,no,yes,cellular,21,jul,76,3,-1,0,unknown,no
Training,4029,46,services,married,secondary,no,2019,yes,no,unknown,8,may,357,1,-1,0,unknown,no
Training,4030,42,management,married,tertiary,no,721,no,yes,cellular,5,aug,91,5,-1,0,unknown,no
Training,4031,29,management,single,tertiary,no,-223,no,yes,cellular,9,jul,208,1,-1,0,unknown,no
Training,4032,42,technician,single,secondary,no,60,yes,yes,cellular,30,jan,183,2,241,1,other,no
Training,4033,51,blue-collar,married,primary,no,42,yes,no,cellular,12,may,51,2,342,3,failure,no
Training,4034,37,blue-collar,married,primary,no,1021,no,no,unknown,9,jun,173,1,-1,0,unknown,no
Training,4035,43,management,married,secondary,no,481,yes,no,telephone,18,nov,164,1,110,2,other,no
Training,4036,24,blue-collar,married,primary,no,933,yes,no,unknown,28,may,62,3,-1,0,unknown,no
Training,4037,52,blue-collar,married,unknown,no,-4,no,no,unknown,26,may,336,3,-1,0,unknown,no
Training,4038,25,blue-collar,single,secondary,no,51,yes,no,cellular,6,may,70,3,356,4,other,no
Training,4039,26,blue-collar,married,secondary,yes,20,yes,no,unknown,8,may,200,1,-1,0,unknown,no
Training,4040,46,housemaid,married,primary,no,103,no,no,unknown,9,jun,186,1,-1,0,unknown,no
Training,4041,39,blue-collar,married,secondary,no,679,yes,no,unknown,17,jun,341,1,-1,0,unknown,no
Training,4042,55,admin.,married,secondary,no,9329,no,no,cellular,13,oct,135,1,113,2,failure,no
Training,4043,31,technician,single,secondary,no,2916,no,no,cellular,14,aug,174,2,-1,0,unknown,no
Training,4044,35,management,married,secondary,no,2311,yes,no,cellular,5,may,659,1,167,1,failure,no
Training,4045,29,admin.,single,secondary,no,3528,no,no,cellular,4,may,104,1,208,1,success,no
Training,4046,40,management,married,primary,no,472,yes,no,unknown,30,may,85,2,-1,0,unknown,no
Training,4047,66,retired,married,secondary,no,3409,no,no,cellular,15,nov,414,2,27,6,failure,no
Training,4048,35,blue-collar,single,secondary,no,8040,yes,no,cellular,13,may,173,2,-1,0,unknown,no
Training,4049,54,blue-collar,divorced,primary,no,8180,no,no,unknown,19,may,312,1,-1,0,unknown,no
Training,4050,60,retired,married,primary,no,751,yes,no,unknown,15,may,133,1,-1,0,unknown,no
Training,4051,32,blue-collar,married,secondary,no,2089,yes,no,cellular,14,nov,132,1,-1,0,unknown,yes
Training,4052,51,retired,married,secondary,no,0,no,no,unknown,15,may,70,1,-1,0,unknown,no
Training,4053,67,retired,married,primary,no,1430,no,no,telephone,12,oct,88,3,-1,0,unknown,no
Training,4054,27,student,single,tertiary,no,5741,no,no,cellular,22,feb,368,1,185,2,failure,no
Training,4055,29,self-employed,single,secondary,no,272,yes,no,unknown,16,may,123,3,-1,0,unknown,no
Training,4056,34,management,married,tertiary,no,714,yes,no,cellular,21,nov,328,4,113,27,failure,no
Training,4057,42,blue-collar,married,primary,no,142,yes,no,cellular,14,may,11,5,-1,0,unknown,no
Training,4058,23,admin.,single,secondary,no,0,yes,no,cellular,17,apr,171,2,-1,0,unknown,no
Training,4059,41,admin.,married,tertiary,no,5426,yes,no,unknown,14,may,149,2,-1,0,unknown,no
Training,4060,55,blue-collar,married,tertiary,no,1341,no,no,cellular,22,aug,46,8,-1,0,unknown,no
Training,4061,48,unemployed,married,secondary,no,11371,yes,no,cellular,30,apr,249,1,86,3,failure,no
Training,4062,45,blue-collar,married,secondary,no,2,no,no,cellular,26,aug,105,10,-1,0,unknown,no
Training,4063,28,admin.,single,secondary,no,-103,yes,no,unknown,12,may,252,4,-1,0,unknown,no
Training,4064,47,retired,married,primary,no,490,yes,no,unknown,18,jun,55,10,-1,0,unknown,no
Training,4065,45,management,married,tertiary,no,3370,no,no,unknown,12,jun,36,3,-1,0,unknown,no
Training,4066,60,retired,married,tertiary,no,225,no,no,cellular,19,aug,54,2,-1,0,unknown,no
Training,4067,33,admin.,single,secondary,no,206,no,no,telephone,13,nov,168,1,-1,0,unknown,no
Training,4068,39,technician,married,secondary,no,504,yes,no,unknown,12,may,495,1,-1,0,unknown,no
Training,4069,40,admin.,single,tertiary,no,1005,yes,no,cellular,21,jul,449,1,-1,0,unknown,no
Training,4070,33,unemployed,single,primary,no,396,no,no,cellular,22,feb,382,3,-1,0,unknown,no
Training,4071,55,unemployed,married,tertiary,no,4809,yes,no,cellular,21,nov,223,2,186,3,other,no
Training,4072,21,student,single,unknown,no,762,no,no,cellular,24,jun,288,1,-1,0,unknown,no
Training,4073,39,entrepreneur,divorced,secondary,no,990,yes,no,cellular,23,jul,55,1,-1,0,unknown,no
Training,4074,36,blue-collar,married,primary,no,1177,no,no,cellular,15,apr,330,1,311,4,success,yes
Training,4075,53,services,married,secondary,no,658,no,no,cellular,28,aug,18,25,-1,0,unknown,no
Training,4076,49,technician,married,secondary,no,25,yes,yes,cellular,19,aug,51,2,-1,0,unknown,no
Training,4077,34,technician,single,secondary,no,258,no,no,cellular,2,feb,103,1,-1,0,unknown,no
Training,4078,48,management,single,tertiary,no,648,yes,no,cellular,18,nov,290,1,110,2,failure,no
Training,4079,33,technician,married,tertiary,no,79,yes,yes,cellular,9,feb,390,8,-1,0,unknown,no
Training,4080,33,management,single,tertiary,no,1304,yes,no,cellular,18,may,536,2,-1,0,unknown,yes
Training,4081,30,technician,single,secondary,no,707,no,no,cellular,26,may,228,1,-1,0,unknown,no
Training,4082,33,technician,single,tertiary,no,6,no,no,cellular,25,aug,30,4,-1,0,unknown,no
Training,4083,32,blue-collar,married,secondary,no,2263,no,no,cellular,7,may,113,2,-1,0,unknown,no
Training,4084,32,technician,single,tertiary,no,0,no,no,cellular,21,aug,119,2,-1,0,unknown,no
Training,4085,46,blue-collar,married,secondary,no,442,yes,no,unknown,7,may,105,2,-1,0,unknown,no
Training,4086,48,blue-collar,married,secondary,no,2697,yes,yes,cellular,21,nov,82,1,179,5,failure,no
Training,4087,45,management,single,tertiary,no,16,no,no,cellular,31,jul,59,2,-1,0,unknown,no
Training,4088,30,admin.,married,secondary,no,265,yes,no,cellular,12,may,342,1,354,2,failure,no
Training,4089,41,blue-collar,married,primary,no,7735,yes,no,cellular,20,nov,220,1,190,1,failure,no
Training,4090,31,unemployed,single,primary,no,406,no,no,cellular,4,feb,736,1,-1,0,unknown,yes
Training,4091,26,blue-collar,married,secondary,no,557,yes,yes,unknown,27,may,282,2,-1,0,unknown,no
Training,4092,35,blue-collar,single,primary,no,-759,yes,no,cellular,31,jul,142,2,-1,0,unknown,no
Training,4093,44,management,married,tertiary,no,0,no,no,cellular,8,jul,54,2,-1,0,unknown,no
Training,4094,37,blue-collar,married,secondary,no,43,yes,no,unknown,20,jun,250,3,-1,0,unknown,no
Training,4095,51,blue-collar,married,unknown,no,1137,no,no,unknown,11,jun,76,1,-1,0,unknown,no
Training,4096,30,management,married,tertiary,no,367,no,no,cellular,4,feb,170,2,-1,0,unknown,no
Training,4097,51,technician,married,unknown,no,573,yes,yes,unknown,14,may,231,1,-1,0,unknown,no
Training,4098,43,unknown,single,tertiary,no,2731,no,no,cellular,21,nov,11,7,-1,0,unknown,no
Training,4099,59,housemaid,married,secondary,no,0,no,no,telephone,27,oct,376,1,81,3,failure,no
Training,4100,38,blue-collar,married,primary,no,0,yes,no,cellular,21,nov,101,1,-1,0,unknown,no
Training,4101,38,unemployed,married,secondary,no,1906,no,yes,cellular,20,nov,210,2,-1,0,unknown,no
Training,4102,48,management,married,tertiary,no,2218,yes,no,unknown,13,may,43,2,-1,0,unknown,no
Training,4103,41,blue-collar,married,secondary,no,338,yes,no,unknown,14,may,87,1,-1,0,unknown,no
Training,4104,31,management,single,tertiary,no,0,yes,no,cellular,7,may,45,1,22,2,failure,no
Training,4105,43,management,married,unknown,no,624,yes,no,cellular,18,jul,400,6,-1,0,unknown,no
Training,4106,52,admin.,married,secondary,no,1746,no,no,cellular,30,jul,142,9,-1,0,unknown,no
Training,4107,43,blue-collar,married,primary,no,126,yes,no,unknown,8,may,170,2,-1,0,unknown,no
Training,4108,33,blue-collar,married,secondary,no,1924,yes,yes,cellular,22,jul,81,1,-1,0,unknown,no
Training,4109,37,technician,divorced,secondary,no,695,yes,no,unknown,26,may,80,2,-1,0,unknown,no
Training,4110,28,services,married,primary,no,3,yes,no,cellular,14,may,9,1,-1,0,unknown,no
Training,4111,48,services,divorced,primary,no,189,yes,no,unknown,13,may,768,1,-1,0,unknown,no
Training,4112,39,self-employed,divorced,tertiary,no,155,no,no,cellular,19,nov,449,2,-1,0,unknown,no
Training,4113,34,blue-collar,single,secondary,no,1351,yes,no,cellular,14,may,334,2,-1,0,unknown,no
Training,4114,28,blue-collar,married,secondary,no,-717,yes,no,unknown,28,may,148,3,-1,0,unknown,no
Training,4115,34,management,married,tertiary,no,73,no,no,cellular,4,feb,426,2,-1,0,unknown,yes
Training,4116,46,blue-collar,married,primary,no,7982,no,no,cellular,8,aug,263,5,-1,0,unknown,no
Training,4117,51,services,married,primary,no,8806,yes,no,unknown,19,may,131,1,-1,0,unknown,no
Training,4118,26,housemaid,single,primary,yes,-1006,yes,yes,cellular,21,jul,222,1,-1,0,unknown,no
Training,4119,39,blue-collar,married,primary,no,1411,yes,no,unknown,20,may,625,2,-1,0,unknown,no
Training,4120,47,blue-collar,married,secondary,no,3715,no,no,cellular,12,feb,171,2,182,4,other,yes
Training,4121,42,entrepreneur,married,tertiary,no,1068,yes,no,cellular,13,apr,444,1,300,8,failure,no
Training,4122,42,technician,single,unknown,no,344,yes,no,unknown,3,jun,26,7,-1,0,unknown,no
Training,4123,55,services,divorced,secondary,no,72,yes,yes,unknown,15,may,384,4,-1,0,unknown,no
Training,4124,51,technician,single,tertiary,no,11222,yes,no,cellular,21,nov,126,2,171,7,failure,no
Training,4125,43,services,divorced,secondary,no,62,no,no,unknown,18,jun,67,1,-1,0,unknown,no
Training,4126,45,admin.,divorced,secondary,no,8032,no,no,cellular,20,nov,73,1,-1,0,unknown,no
Training,4127,56,technician,divorced,secondary,no,3450,no,no,cellular,10,aug,507,1,181,2,success,yes
Training,4128,23,blue-collar,single,secondary,no,537,yes,no,cellular,7,may,172,1,353,2,other,no
Training,4129,38,management,married,tertiary,no,276,no,no,cellular,14,oct,322,1,-1,0,unknown,no
Training,4130,31,technician,single,secondary,no,87,yes,no,unknown,19,may,259,3,-1,0,unknown,no
Training,4131,30,student,single,tertiary,no,7529,no,no,cellular,20,apr,175,6,183,1,success,yes
Training,4132,55,unemployed,married,primary,no,1212,no,no,cellular,31,may,178,1,-1,0,unknown,no
Training,4133,55,services,divorced,secondary,no,91,no,no,unknown,5,may,349,1,-1,0,unknown,no
Training,4134,58,management,married,tertiary,no,3768,yes,no,unknown,18,jun,316,1,-1,0,unknown,no
Training,4135,44,admin.,divorced,secondary,no,777,yes,no,cellular,18,may,517,3,350,2,failure,no
Training,4136,49,admin.,divorced,secondary,no,-203,yes,no,unknown,27,may,364,2,-1,0,unknown,no
Training,4137,35,technician,married,tertiary,no,202,no,no,cellular,21,nov,175,1,-1,0,unknown,no
Training,4138,56,entrepreneur,divorced,tertiary,no,151,yes,no,cellular,7,may,16,5,171,1,other,no
Training,4139,34,technician,single,tertiary,no,23919,no,no,cellular,12,aug,384,2,-1,0,unknown,no
Training,4140,50,admin.,married,secondary,no,219,yes,no,cellular,15,jul,419,7,-1,0,unknown,no
Training,4141,41,unemployed,divorced,tertiary,no,-198,yes,no,cellular,17,nov,165,1,-1,0,unknown,no
Training,4142,48,technician,married,secondary,yes,0,no,no,unknown,30,may,682,1,-1,0,unknown,yes
Training,4143,31,blue-collar,married,secondary,no,1326,yes,no,cellular,7,may,689,1,-1,0,unknown,no
Training,4144,30,unemployed,divorced,tertiary,no,1718,yes,no,cellular,21,nov,73,4,126,2,failure,no
Training,4145,41,services,single,tertiary,no,285,yes,yes,unknown,29,may,135,1,-1,0,unknown,no
Training,4146,59,housemaid,married,primary,no,235,no,no,cellular,13,aug,119,2,-1,0,unknown,no
Training,4147,33,admin.,single,secondary,no,555,yes,no,cellular,9,sep,204,1,365,1,success,yes
Training,4148,31,unemployed,single,secondary,no,0,no,no,cellular,20,nov,324,5,-1,0,unknown,no
Training,4149,46,technician,divorced,tertiary,no,147,yes,no,cellular,12,may,189,1,-1,0,unknown,no
Training,4150,55,technician,married,secondary,no,2437,no,no,cellular,4,aug,138,1,-1,0,unknown,no
Training,4151,43,blue-collar,married,primary,no,2105,yes,no,cellular,31,jul,36,2,-1,0,unknown,no
Training,4152,38,management,married,secondary,no,10357,no,no,cellular,15,may,103,3,-1,0,unknown,no
Training,4153,63,entrepreneur,married,primary,no,2287,no,no,telephone,1,sep,490,1,-1,0,unknown,no
Training,4154,33,management,married,tertiary,no,431,yes,no,telephone,27,oct,51,1,-1,0,unknown,no
Training,4155,58,retired,married,primary,no,3401,yes,no,cellular,3,feb,84,3,265,2,failure,no
Training,4156,56,blue-collar,divorced,secondary,no,934,no,no,cellular,29,jul,375,2,-1,0,unknown,no
Training,4157,31,management,single,tertiary,no,949,yes,no,cellular,28,jul,52,7,-1,0,unknown,no
Training,4158,40,services,married,primary,no,170,yes,yes,cellular,8,may,361,3,-1,0,unknown,no
Training,4159,49,entrepreneur,married,secondary,no,-1965,no,yes,telephone,10,jul,317,2,-1,0,unknown,no
Training,4160,35,services,married,secondary,no,39,no,no,unknown,7,may,143,1,-1,0,unknown,no
Training,4161,30,admin.,single,secondary,no,211,no,no,cellular,10,jul,473,1,-1,0,unknown,no
Training,4162,51,blue-collar,married,secondary,no,279,no,no,cellular,28,aug,64,3,-1,0,unknown,no
Training,4163,29,technician,married,tertiary,no,-722,no,yes,unknown,27,jun,121,4,-1,0,unknown,no
Training,4164,29,technician,married,tertiary,no,604,yes,no,cellular,14,may,430,4,-1,0,unknown,no
Training,4165,44,admin.,single,secondary,no,946,yes,no,unknown,30,may,181,4,-1,0,unknown,no
Training,4166,49,blue-collar,single,unknown,no,2222,no,no,unknown,16,jun,114,2,-1,0,unknown,no
Training,4167,26,technician,single,tertiary,no,152,no,no,cellular,30,jan,151,2,2,1,other,no
Training,4168,38,management,married,tertiary,no,2978,no,yes,unknown,20,jun,65,2,-1,0,unknown,no
Training,4169,59,management,married,tertiary,no,3640,no,no,cellular,17,nov,226,2,-1,0,unknown,no
Training,4170,53,services,married,secondary,no,1563,yes,no,cellular,2,feb,124,2,5,1,other,no
Training,4171,35,management,single,tertiary,no,4788,yes,no,unknown,3,jun,227,1,-1,0,unknown,no
Training,4172,24,technician,single,tertiary,no,777,yes,no,unknown,8,may,131,1,-1,0,unknown,no
Training,4173,28,management,single,tertiary,no,3053,no,no,telephone,18,jan,165,4,-1,0,unknown,no
Training,4174,36,blue-collar,married,unknown,no,444,no,no,cellular,8,mar,139,6,279,2,failure,no
Training,4175,77,retired,married,primary,no,1385,no,no,telephone,8,sep,160,4,-1,0,unknown,no
Training,4176,37,admin.,single,secondary,no,0,no,no,cellular,21,nov,232,2,-1,0,unknown,no
Training,4177,55,blue-collar,married,primary,no,571,yes,no,unknown,16,may,323,4,-1,0,unknown,no
