Group,Seq nr,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome
Training,1647,30,technician,single,tertiary,no,0,no,no,cellular,28,aug,20,19,-1,0,unknown
Training,1648,50,services,married,secondary,no,0,yes,no,cellular,27,mar,689,2,-1,0,unknown
Training,1649,32,services,single,secondary,no,38,yes,no,unknown,27,may,66,1,-1,0,unknown
Training,1650,28,management,married,tertiary,no,3516,no,no,cellular,17,jul,232,1,-1,0,unknown
Training,1651,33,admin.,married,secondary,no,44,yes,yes,unknown,7,may,231,1,-1,0,unknown
Training,1652,42,technician,single,tertiary,no,24,no,no,cellular,8,jul,262,1,-1,0,unknown
Training,1653,32,services,single,secondary,no,-408,yes,no,unknown,23,may,253,2,-1,0,unknown
Training,1654,40,admin.,divorced,secondary,no,-541,yes,yes,unknown,28,may,270,4,-1,0,unknown
Training,1655,60,retired,married,secondary,no,2086,yes,no,unknown,15,may,182,2,-1,0,unknown
Training,1656,42,blue-collar,married,primary,no,505,yes,no,unknown,14,may,521,2,-1,0,unknown
Training,1657,43,self-employed,married,primary,yes,385,no,no,cellular,6,aug,359,2,-1,0,unknown
Training,1658,37,technician,single,tertiary,no,197,no,no,cellular,13,may,234,1,87,3,success
Training,1659,36,technician,married,secondary,no,145,yes,yes,cellular,5,feb,267,2,-1,0,unknown
Training,1660,36,management,single,tertiary,no,3669,no,no,cellular,20,apr,166,1,376,1,other
Training,1661,49,management,married,tertiary,no,934,no,yes,cellular,21,nov,158,4,-1,0,unknown
Training,1662,37,admin.,single,secondary,no,4803,no,no,cellular,15,jan,396,2,-1,0,unknown
Training,1663,47,technician,married,secondary,no,335,no,no,cellular,17,feb,226,1,-1,0,unknown
Training,1664,44,entrepreneur,married,tertiary,no,3463,yes,yes,cellular,28,jan,290,2,153,3,failure
Training,1665,39,unemployed,single,secondary,no,-53,yes,no,unknown,28,may,189,3,-1,0,unknown
Training,1666,30,management,single,tertiary,no,9634,no,no,cellular,21,nov,402,4,101,5,failure
Training,1667,77,retired,married,primary,no,989,no,no,telephone,12,oct,95,2,-1,0,unknown
Training,1668,52,admin.,married,secondary,no,722,no,no,cellular,26,oct,99,2,185,3,failure
Training,1669,46,blue-collar,married,primary,no,9083,yes,no,cellular,8,may,389,1,-1,0,unknown
Training,1670,31,technician,married,tertiary,no,2166,no,no,cellular,13,jul,577,6,182,2,success
Training,1671,35,management,married,tertiary,no,267,yes,no,unknown,7,may,192,1,-1,0,unknown
Training,1672,45,management,married,secondary,no,2897,no,no,cellular,2,jul,301,2,88,5,failure
Training,1673,50,management,married,tertiary,no,414,yes,no,cellular,3,apr,707,1,302,3,failure
Training,1674,44,admin.,married,secondary,no,734,yes,no,unknown,30,may,38,5,-1,0,unknown
Training,1675,49,blue-collar,married,unknown,no,403,yes,no,unknown,5,may,241,2,-1,0,unknown
Training,1676,63,unknown,married,secondary,no,367,no,no,telephone,2,sep,173,1,182,7,failure
Training,1677,54,admin.,married,secondary,no,0,yes,yes,cellular,23,jul,117,1,-1,0,unknown
Training,1678,41,services,married,secondary,no,0,yes,no,unknown,5,may,114,2,-1,0,unknown
Training,1679,49,blue-collar,married,primary,no,126,no,no,unknown,3,jul,60,1,-1,0,unknown
Training,1680,30,admin.,married,secondary,no,358,no,no,cellular,28,jan,156,2,-1,0,unknown
Training,1681,45,housemaid,divorced,tertiary,no,2098,no,no,unknown,20,jun,81,3,-1,0,unknown
Training,1682,75,retired,married,primary,no,3504,no,no,telephone,9,aug,195,1,-1,0,unknown
Training,1683,32,management,single,tertiary,no,2770,no,no,telephone,6,feb,44,9,-1,0,unknown
Training,1684,60,services,married,secondary,no,594,yes,no,cellular,3,feb,35,7,265,5,other
Training,1685,43,technician,single,tertiary,no,27733,yes,no,unknown,3,jun,164,7,-1,0,unknown
Training,1686,32,blue-collar,married,secondary,no,333,yes,no,cellular,8,may,501,2,-1,0,unknown
Training,1687,56,unknown,married,unknown,no,0,no,no,unknown,20,jun,471,2,-1,0,unknown
Training,1688,26,admin.,single,secondary,no,685,no,no,cellular,5,feb,388,1,-1,0,unknown
Training,1689,23,services,single,secondary,no,250,yes,no,cellular,18,may,222,1,-1,0,unknown
Training,1690,44,technician,divorced,primary,no,538,no,no,cellular,31,jul,196,2,-1,0,unknown
Training,1691,49,technician,married,primary,no,1569,no,no,cellular,14,jan,470,1,196,1,other
Training,1692,42,admin.,single,secondary,no,2758,yes,no,unknown,5,jun,237,3,-1,0,unknown
Training,1693,47,technician,married,tertiary,no,545,yes,no,cellular,12,aug,588,3,-1,0,unknown
Training,1694,26,blue-collar,single,secondary,no,384,yes,no,cellular,18,may,16,1,364,2,other
Training,1695,41,admin.,married,secondary,no,1309,yes,no,unknown,14,may,568,1,-1,0,unknown
Training,1696,34,admin.,married,secondary,no,747,yes,yes,cellular,17,apr,248,2,-1,0,unknown
Training,1697,45,management,married,secondary,no,315,yes,no,cellular,4,aug,154,2,-1,0,unknown
Training,1698,33,technician,single,secondary,no,105,yes,no,unknown,5,may,262,2,-1,0,unknown
Training,1699,38,management,married,tertiary,no,6999,no,no,unknown,20,jun,11,2,-1,0,unknown
Training,1700,30,blue-collar,single,secondary,no,906,yes,yes,unknown,21,may,218,7,-1,0,unknown
Training,1701,29,technician,single,secondary,yes,-368,yes,no,cellular,5,may,151,1,-1,0,unknown
Training,1702,34,blue-collar,married,secondary,no,2595,yes,yes,cellular,17,apr,126,1,336,2,other
Training,1703,38,unemployed,married,secondary,no,1604,no,no,unknown,20,jun,1276,1,-1,0,unknown
Training,1704,32,technician,married,secondary,no,3322,yes,no,cellular,5,feb,588,2,175,2,failure
Training,1705,43,management,divorced,tertiary,no,36,no,no,cellular,4,aug,79,1,-1,0,unknown
Training,1706,31,blue-collar,married,secondary,no,213,yes,no,unknown,20,may,74,2,-1,0,unknown
Training,1707,31,blue-collar,married,secondary,no,1243,yes,no,unknown,21,may,32,1,-1,0,unknown
Training,1708,35,blue-collar,single,secondary,no,0,yes,no,cellular,5,feb,155,3,254,1,other
Training,1709,49,blue-collar,married,primary,no,4455,yes,no,cellular,20,nov,140,1,-1,0,unknown
Training,1710,55,blue-collar,married,secondary,no,1078,yes,yes,cellular,15,may,41,1,-1,0,unknown
Training,1711,33,technician,divorced,secondary,no,2,yes,no,cellular,7,may,600,2,330,17,failure
Training,1712,60,blue-collar,married,unknown,no,3538,no,no,unknown,11,jun,261,1,-1,0,unknown
Training,1713,35,blue-collar,single,secondary,no,12223,yes,yes,unknown,5,may,177,1,-1,0,unknown
Training,1714,56,blue-collar,married,primary,no,175,no,yes,cellular,8,jul,188,1,-1,0,unknown
Training,1715,35,technician,single,tertiary,no,817,yes,no,cellular,21,nov,12,5,-1,0,unknown
Training,1716,33,services,divorced,secondary,no,327,yes,no,unknown,7,may,109,1,-1,0,unknown
Training,1717,70,retired,married,unknown,no,4290,no,no,telephone,11,aug,172,2,-1,0,unknown
Training,1718,37,services,single,secondary,no,1950,yes,no,unknown,13,may,370,1,-1,0,unknown
Training,1719,30,services,married,primary,no,21,yes,no,unknown,9,may,409,3,-1,0,unknown
Training,1720,32,blue-collar,married,secondary,no,435,yes,no,cellular,17,apr,456,1,331,1,failure
Training,1721,30,technician,married,secondary,no,743,no,no,cellular,29,jan,142,2,-1,0,unknown
Training,1722,26,student,single,secondary,no,0,no,no,cellular,17,aug,237,1,82,2,failure
Training,1723,43,housemaid,married,secondary,no,1476,no,no,unknown,12,jun,216,2,-1,0,unknown
Training,1724,37,management,married,tertiary,no,767,no,yes,cellular,2,feb,204,1,-1,0,unknown
Training,1725,25,student,single,unknown,no,10788,no,no,cellular,23,dec,102,2,210,2,other
Training,1726,44,management,divorced,tertiary,yes,-411,yes,no,unknown,2,jun,432,4,-1,0,unknown
Training,1727,34,management,married,tertiary,no,1006,yes,no,cellular,19,nov,783,3,195,2,other
Training,1728,28,technician,married,secondary,no,679,no,yes,cellular,3,feb,406,3,-1,0,unknown
Training,1729,33,admin.,married,secondary,no,13160,no,no,cellular,10,jul,212,1,-1,0,unknown
Training,1730,35,services,divorced,secondary,no,-225,no,no,cellular,23,jul,183,1,-1,0,unknown
Training,1731,44,management,divorced,tertiary,no,935,no,no,cellular,11,aug,70,5,-1,0,unknown
Training,1732,40,blue-collar,married,secondary,yes,-94,yes,yes,unknown,7,may,227,1,-1,0,unknown
Training,1733,53,services,divorced,tertiary,no,329,no,no,cellular,30,jan,189,1,-1,0,unknown
Training,1734,38,blue-collar,married,secondary,no,99,no,no,telephone,29,jan,191,2,-1,0,unknown
Training,1735,45,management,single,tertiary,no,0,no,no,unknown,12,may,55,2,-1,0,unknown
Training,1736,57,admin.,married,unknown,no,17,no,no,cellular,17,jul,54,4,-1,0,unknown
Training,1737,33,entrepreneur,married,secondary,no,2,yes,yes,unknown,5,may,76,1,-1,0,unknown
Training,1738,32,entrepreneur,married,tertiary,no,108,yes,yes,unknown,12,may,112,1,-1,0,unknown
Training,1739,44,self-employed,married,primary,no,4,no,no,cellular,12,aug,327,2,-1,0,unknown
Training,1740,48,retired,divorced,primary,no,666,yes,no,cellular,15,may,10,5,-1,0,unknown
Training,1741,42,housemaid,married,primary,no,128,no,no,cellular,6,aug,492,2,-1,0,unknown
Training,1742,33,management,single,tertiary,no,1859,yes,no,cellular,30,jan,1169,4,-1,0,unknown
Training,1743,68,retired,married,secondary,no,0,no,no,cellular,22,jun,586,1,-1,0,unknown
Training,1744,29,self-employed,single,tertiary,no,805,no,no,cellular,23,feb,132,1,103,7,failure
Training,1745,46,blue-collar,married,secondary,no,33,yes,no,unknown,14,may,136,8,-1,0,unknown
Training,1746,25,student,single,unknown,no,722,no,no,telephone,21,apr,623,2,-1,0,unknown
Training,1747,32,blue-collar,married,secondary,no,4,yes,yes,cellular,8,jul,173,1,-1,0,unknown
Training,1748,45,blue-collar,married,secondary,no,1144,yes,no,unknown,22,oct,676,1,-1,0,unknown
Training,1749,40,self-employed,married,secondary,no,1270,yes,no,cellular,8,may,1049,2,-1,0,unknown
Training,1750,36,management,single,tertiary,no,5171,yes,no,cellular,21,nov,174,1,-1,0,unknown
Training,1751,48,technician,married,secondary,no,4265,yes,no,unknown,13,may,220,2,-1,0,unknown
Training,1752,34,unemployed,married,secondary,no,2173,yes,yes,cellular,7,may,370,1,-1,0,unknown
Training,1753,50,services,married,secondary,no,1463,yes,no,unknown,19,may,380,1,-1,0,unknown
Training,1754,24,blue-collar,single,secondary,no,8594,yes,no,unknown,28,may,181,1,-1,0,unknown
Training,1755,46,blue-collar,divorced,primary,no,-35,yes,no,cellular,13,may,69,1,-1,0,unknown
Training,1756,47,blue-collar,married,secondary,no,-216,yes,no,cellular,6,may,197,1,282,3,failure
Training,1757,48,management,single,tertiary,no,336,yes,no,cellular,18,may,17,1,369,4,other
Training,1758,57,entrepreneur,married,secondary,no,294,yes,no,unknown,5,may,746,2,-1,0,unknown
Training,1759,31,technician,married,secondary,no,310,yes,no,cellular,17,apr,334,2,240,2,failure
Training,1760,47,admin.,married,secondary,no,3676,no,no,cellular,18,oct,567,1,95,3,success
Training,1761,26,blue-collar,single,secondary,yes,81,no,yes,cellular,8,jul,803,2,-1,0,unknown
Training,1762,40,blue-collar,married,primary,no,7831,yes,no,unknown,14,may,78,1,-1,0,unknown
Training,1763,52,technician,married,secondary,no,963,yes,no,unknown,29,may,74,2,-1,0,unknown
Training,1764,35,technician,single,secondary,no,161,yes,yes,cellular,31,jul,175,4,-1,0,unknown
Training,1765,34,management,divorced,tertiary,no,0,yes,no,cellular,19,nov,1283,1,-1,0,unknown
Training,1766,50,management,married,tertiary,no,5124,yes,no,cellular,18,aug,111,2,-1,0,unknown
Training,1767,36,student,single,secondary,no,624,no,no,cellular,5,feb,518,2,8,1,other
Training,1768,30,management,married,tertiary,no,101,yes,no,cellular,17,jul,88,1,-1,0,unknown
Training,1769,49,blue-collar,married,primary,no,3652,yes,yes,cellular,11,may,568,1,285,2,other
Training,1770,39,technician,married,secondary,no,7313,yes,no,unknown,20,may,99,1,-1,0,unknown
Training,1771,32,admin.,single,tertiary,no,89,no,no,telephone,28,jan,435,1,-1,0,unknown
Training,1772,41,management,married,tertiary,no,832,yes,yes,cellular,21,nov,164,1,176,1,failure
Training,1773,54,unknown,married,primary,no,981,no,no,cellular,22,aug,651,12,-1,0,unknown
Training,1774,26,blue-collar,single,secondary,yes,-23,yes,no,unknown,12,may,315,1,-1,0,unknown
Training,1775,47,blue-collar,married,primary,no,320,no,no,telephone,30,jul,203,2,-1,0,unknown
Training,1776,33,management,married,secondary,no,11,yes,no,cellular,4,may,104,3,-1,0,unknown
Training,1777,31,management,single,tertiary,no,5205,no,no,cellular,9,jun,529,2,-1,0,unknown
Training,1778,46,technician,married,secondary,no,966,yes,yes,cellular,19,aug,40,2,-1,0,unknown
Training,1779,35,management,married,secondary,no,291,yes,no,unknown,26,may,327,1,-1,0,unknown
Training,1780,37,services,single,secondary,no,54,yes,no,cellular,10,jul,118,1,-1,0,unknown
Training,1781,56,retired,married,primary,no,13,yes,no,unknown,12,may,123,2,-1,0,unknown
Training,1782,58,services,married,secondary,no,50,yes,no,cellular,20,nov,161,7,-1,0,unknown
Training,1783,35,admin.,married,secondary,no,2897,no,no,unknown,9,jun,243,2,-1,0,unknown
Training,1784,31,admin.,single,secondary,no,4388,yes,no,unknown,27,may,182,2,-1,0,unknown
Training,1785,52,management,married,tertiary,no,1355,yes,no,cellular,30,jan,131,1,241,1,failure
Training,1786,46,blue-collar,married,secondary,no,71,yes,no,unknown,6,may,416,1,-1,0,unknown
Training,1787,44,entrepreneur,married,secondary,no,781,no,yes,cellular,14,jul,194,2,-1,0,unknown
Training,1788,30,technician,married,secondary,no,-393,yes,yes,cellular,16,jul,435,1,-1,0,unknown
Training,1789,36,technician,single,tertiary,no,53,no,yes,cellular,18,aug,64,7,-1,0,unknown
Training,1790,57,blue-collar,married,primary,no,47,no,yes,unknown,3,jul,326,1,-1,0,unknown
Training,1791,38,blue-collar,married,secondary,no,638,yes,no,telephone,6,may,90,2,-1,0,unknown
Training,1792,53,housemaid,married,secondary,no,1060,no,no,unknown,17,jun,107,4,-1,0,unknown
Training,1793,57,retired,divorced,secondary,no,1486,no,no,cellular,23,jul,64,3,-1,0,unknown
Training,1794,33,blue-collar,married,secondary,no,524,yes,no,unknown,23,may,156,2,-1,0,unknown
Training,1795,38,admin.,married,secondary,no,215,yes,yes,unknown,6,jun,173,2,-1,0,unknown
Training,1796,41,management,married,secondary,no,3096,yes,no,cellular,24,jul,273,6,-1,0,unknown
Training,1797,24,technician,single,secondary,no,-232,yes,no,cellular,18,may,108,1,-1,0,unknown
Training,1798,29,management,married,tertiary,no,168,yes,no,unknown,28,may,119,1,-1,0,unknown
Training,1799,36,management,married,unknown,no,1597,yes,no,cellular,21,nov,137,1,-1,0,unknown
Training,1800,35,self-employed,single,tertiary,no,44,no,no,cellular,7,sep,310,2,96,2,other
Training,1801,53,entrepreneur,married,primary,no,1034,yes,no,cellular,19,nov,854,2,170,3,other
Training,1802,34,technician,married,tertiary,no,823,no,no,cellular,3,feb,178,3,161,5,other
Training,1803,21,blue-collar,single,secondary,no,2265,no,no,cellular,17,feb,92,2,-1,0,unknown
Training,1804,34,blue-collar,married,secondary,no,699,yes,yes,cellular,31,jul,576,10,-1,0,unknown
Training,1805,41,services,divorced,secondary,no,1838,yes,yes,telephone,24,jul,242,4,-1,0,unknown
Training,1806,29,technician,single,secondary,no,382,no,no,cellular,27,aug,64,3,202,3,other
Training,1807,23,technician,single,secondary,no,3092,no,no,cellular,10,mar,56,2,-1,0,unknown
Training,1808,36,self-employed,single,tertiary,no,4634,no,no,cellular,29,jan,162,1,-1,0,unknown
Training,1809,48,admin.,divorced,secondary,no,-212,yes,yes,unknown,26,may,76,1,-1,0,unknown
Training,1810,55,entrepreneur,divorced,tertiary,no,1730,no,no,cellular,17,nov,89,2,118,3,failure
Training,1811,38,entrepreneur,married,tertiary,no,946,yes,no,cellular,11,may,69,1,-1,0,unknown
Training,1812,40,management,divorced,tertiary,no,3355,no,no,cellular,1,jun,212,1,-1,0,unknown
Training,1813,47,blue-collar,married,primary,no,-287,yes,no,cellular,13,may,201,1,348,3,failure
Training,1814,40,blue-collar,divorced,secondary,no,-244,yes,no,cellular,12,may,184,3,-1,0,unknown
Training,1815,60,retired,married,primary,no,115,no,no,cellular,11,aug,82,2,-1,0,unknown
Training,1816,31,admin.,married,secondary,no,774,yes,yes,cellular,21,jul,93,1,-1,0,unknown
Training,1817,52,technician,married,secondary,no,172,yes,yes,cellular,8,aug,75,2,-1,0,unknown
Training,1818,44,services,married,primary,no,2557,yes,no,cellular,14,apr,250,1,181,8,success
Training,1819,54,housemaid,single,secondary,no,1213,no,no,cellular,12,nov,241,1,-1,0,unknown
Training,1820,56,housemaid,divorced,secondary,no,0,no,no,unknown,15,may,103,1,-1,0,unknown
Training,1821,34,admin.,married,secondary,no,384,yes,no,cellular,14,may,551,2,-1,0,unknown
Training,1822,31,blue-collar,single,secondary,no,239,yes,no,cellular,18,may,666,1,360,1,success
Training,1823,57,management,married,tertiary,no,412,no,no,cellular,20,nov,123,1,-1,0,unknown
Training,1824,43,technician,married,secondary,no,0,no,yes,cellular,17,nov,103,2,193,3,failure
Training,1825,58,management,married,tertiary,no,1384,yes,no,cellular,27,mar,342,1,-1,0,unknown
Training,1826,58,housemaid,married,primary,no,258,no,no,unknown,9,jun,174,1,-1,0,unknown
Training,1827,33,technician,married,secondary,no,241,yes,no,cellular,13,may,1108,3,-1,0,unknown
Training,1828,34,services,married,secondary,no,382,yes,yes,cellular,4,feb,494,2,198,7,failure
Training,1829,65,retired,married,tertiary,no,162,no,no,cellular,2,feb,141,2,-1,0,unknown
Training,1830,34,blue-collar,married,secondary,yes,-745,yes,yes,cellular,11,jul,131,2,-1,0,unknown
Training,1831,48,entrepreneur,married,tertiary,no,0,no,yes,cellular,8,aug,85,9,-1,0,unknown
Training,1832,57,technician,married,secondary,no,9689,yes,no,unknown,20,jun,313,1,-1,0,unknown
Training,1833,39,management,married,tertiary,no,5142,no,no,cellular,3,jun,157,1,-1,0,unknown
Training,1834,34,blue-collar,married,secondary,no,315,no,no,cellular,4,may,76,4,89,3,success
Training,1835,36,admin.,married,secondary,no,194,yes,yes,cellular,7,sep,120,3,-1,0,unknown
Training,1836,56,retired,married,primary,no,9367,no,no,telephone,13,nov,271,2,92,4,success
Training,1837,33,technician,single,secondary,no,0,yes,no,cellular,28,jan,191,2,-1,0,unknown
Training,1838,29,blue-collar,married,secondary,no,97,yes,no,cellular,18,may,342,4,-1,0,unknown
Training,1839,28,technician,single,secondary,no,-9,yes,yes,unknown,9,may,175,5,-1,0,unknown
